Date,finbert_score,lm_score,CP,Returns,Signal_FinBERT,Signal_Dictionary,Strat_FinBERT,Strat_Dictionary,Cum_BuyHold,Cum_FinBERT,Cum_Dictionary,Strat_Combined
2008-02-28,0.0,0.0,1367.68,0.010710227011664136,-1,-1,-0.010710227011664136,-0.010710227011664136,-0.05648714142849839,-0.15773489388796263,0.05648714142849839,0.006462685878932719
2008-02-29,-0.94742351770401,-0.25,1330.63,-0.027463359417352638,-1,-1,0.027463359417352638,0.027463359417352638,-0.08395050084585103,-0.13027153447061,0.08395050084585103,-0.01623400666650234
2008-03-05,0.0,0.0,1333.7,0.002304520354973328,-1,-1,-0.002304520354973328,-0.002304520354973328,-0.08164598049087769,-0.13257605482558332,0.08164598049087769,0.0013844101070306103
2008-03-07,-0.48535066843032837,-0.05555555555555555,1293.37,-0.030705819565543923,-1,-1,0.030705819565543923,0.030705819565543923,-0.11235180005642162,-0.1018702352600394,0.11235180005642162,-0.01811807172898488
2008-03-10,-0.968096137046814,0.0,1273.37,-0.015584285733366992,-1,-1,0.015584285733366992,0.015584285733366992,-0.1279360857897886,-0.0862859495266724,0.1279360857897886,-0.009272368348138669
2008-03-11,0.5338113903999329,0.0,1320.65,0.03645711029237217,-1,-1,-0.03645711029237217,-0.03645711029237217,-0.09147897549741643,-0.12274305981904457,0.09147897549741643,0.02229339153415822
2008-03-18,-0.5890713930130005,0.0,1330.74,0.0076111388433632516,1,-1,0.0076111388433632516,-0.0076111388433632516,-0.08386783665405317,-0.11513192097568131,0.08386783665405317,0.0076111388433632516
2008-03-27,-0.9592165946960449,0.0,1325.76,-0.0037492985761364496,-1,-1,0.0037492985761364496,0.0037492985761364496,-0.08761713523018963,-0.11138262239954486,0.08761713523018963,-0.002245074081902991
2008-04-02,-0.9712823033332825,0.1111111111111111,1367.53,0.03102031300924716,-1,-1,-0.03102031300924716,-0.03102031300924716,-0.05659682222094247,-0.142402935408792,0.05659682222094247,0.018916294816704923
2008-04-07,0.0,0.0,1372.54,0.0036568449587228284,-1,1,-0.0036568449587228284,0.0036568449587228284,-0.05293997726221964,-0.14605978036751482,0.0602536671796653,0.002198379921473203
2008-04-16,0.3336756229400635,0.0,1364.71,-0.00572108602199416,-1,-1,0.00572108602199416,0.00572108602199416,-0.058661063284213805,-0.14033869434552065,0.06597475320165946,-0.0034221537759325554
2008-04-22,0.0,0.0,1375.94,0.00819518205640316,1,-1,0.00819518205640316,-0.00819518205640316,-0.05046588122781064,-0.1321435122891175,0.0577795711452563,0.00819518205640316
2008-04-23,-0.6448151469230652,-0.125,1379.93,0.002895639335615528,-1,-1,-0.002895639335615528,-0.002895639335615528,-0.047570241892195116,-0.13503915162473304,0.054883931809640775,0.0017400636066352711
2008-04-24,-0.957134485244751,0.0,1388.82,0.006421692497021097,-1,-1,-0.006421692497021097,-0.006421692497021097,-0.04114854939517402,-0.14146084412175414,0.04846223931261968,0.0038661778119902196
2008-04-25,0.0,0.16666666666666666,1397.84,0.006473722306730581,-1,-1,-0.006473722306730581,-0.006473722306730581,-0.03467482708844344,-0.1479345664284847,0.0419885170058891,0.003897609570168889
2008-05-05,0.0,0.0,1407.49,0.00687978816208632,-1,1,-0.00687978816208632,0.00687978816208632,-0.027795038926357117,-0.15481435459057102,0.04886830516797542,0.004142977301706143
2008-05-06,0.8174102306365967,0.0,1418.26,0.007622791932013194,-1,-1,-0.007622791932013194,-0.007622791932013194,-0.020172246994343924,-0.16243714652258423,0.041245513235962226,0.004592212704439528
2008-05-07,-0.9561598300933838,0.0,1392.57,-0.01827980728708181,1,-1,-0.01827980728708181,0.01827980728708181,-0.03845205428142573,-0.18071695380966604,0.05952532052304403,-0.01827980728708181
2008-05-08,-0.9680330157279968,-0.14285714285714285,1397.68,0.003662758328388545,-1,-1,-0.003662758328388545,-0.003662758328388545,-0.03478929595303718,-0.1843797121380546,0.055862562194655484,0.0022019417635896587
2008-05-12,0.2633349498112996,-0.06666666666666667,1403.58,0.004212396367541536,-1,-1,-0.004212396367541536,-0.004212396367541536,-0.030576899585495646,-0.18859210850559613,0.051650165827113945,0.002533106425027732
2008-05-16,-0.9075112342834473,0.0,1425.35,0.01539128204591871,1,-1,0.01539128204591871,-0.01539128204591871,-0.015185617539576935,-0.1732008264596774,0.03625888378119523,0.01539128204591871
2008-05-21,0.0,0.0,1390.71,-0.024602989497509657,-1,-1,0.024602989497509657,0.024602989497509657,-0.039788607037086594,-0.14859783696216775,0.06086187327870489,-0.014566187857704542
2008-05-23,0.0,0.0,1375.93,-0.010684541975902908,-1,-1,0.010684541975902908,0.010684541975902908,-0.0504731490129895,-0.13791329498626484,0.0715464152546078,-0.006374037986430383
2008-05-27,0.0,0.0,1385.35,0.00682294917124679,-1,-1,-0.00682294917124679,-0.00682294917124679,-0.04365019984174271,-0.14473624415751163,0.064723466083361,0.004108625699505707
2008-05-29,-0.9027259349822998,-0.16666666666666666,1398.26,0.009275791195528486,-1,-1,-0.009275791195528486,-0.009275791195528486,-0.03437440864621422,-0.15401203535304012,0.05544767488783252,0.005592905491490146
2008-06-02,-0.9575709700584412,-0.125,1385.67,-0.009044829310430111,-1,-1,0.009044829310430111,0.009044829310430111,-0.04341923795664433,-0.14496720604261001,0.06449250419826263,-0.0054006239858845565
2008-06-04,-0.01693260669708252,0.07142857142857142,1377.2,-0.006131324698213474,-1,-1,0.006131324698213474,0.006131324698213474,-0.049550562654857806,-0.13883588134439653,0.07062382889647612,-0.003666735504027588
2008-06-05,0.0,0.25,1404.05,0.019308465022889004,-1,1,-0.019308465022889004,0.019308465022889004,-0.030242097631968803,-0.15814434636728553,0.08993229391936512,0.01170345964169811
2008-06-09,-0.4814242720603943,0.0,1361.76,-0.030582936758606714,-1,1,0.030582936758606714,-0.030582936758606714,-0.060825034390575516,-0.12756140960867882,0.05934935716075841,-0.018046796431546733
2008-06-13,-0.8085633516311646,0.0,1360.03,-0.0012712224183160366,-1,-1,0.0012712224183160366,0.0012712224183160366,-0.06209625680889155,-0.12629018719036278,0.06062057957907445,-0.00076221606596788
2008-06-20,-0.9387474656105042,0.0,1317.93,-0.03144443443220923,-1,-1,0.03144443443220923,0.03144443443220923,-0.09354069124110079,-0.09484575275815355,0.09206501401128367,-0.01854627681839768
2008-06-24,0.0,0.0,1314.29,-0.0027657280320587444,-1,-1,0.0027657280320587444,0.0027657280320587444,-0.09630641927315953,-0.0920800247260948,0.09483074204334241,-0.0016569863505582966
2008-07-01,-0.9238633513450623,-0.14285714285714285,1284.91,-0.022607918880091518,-1,-1,0.022607918880091518,0.022607918880091518,-0.11891433815325105,-0.06947210584600329,0.11743866092343393,-0.013399713514937702
2008-07-02,-0.4859488308429718,0.0,1261.52,-0.01837133386864391,-1,-1,0.01837133386864391,0.01837133386864391,-0.13728567202189496,-0.05110077197735938,0.13580999479207784,-0.01091400433874066
